;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
856;West Ham;Arsenal;1;2;A;0;2;A;11;13;3;5;15;11;5;4;1;0;0;0
857;Aston Villa;Sunderland;0;0;D;0;0;D;17;7;4;3;11;17;7;3;1;3;0;0
858;Southampton;Man City;0;2;A;0;1;A;19;11;6;4;10;15;9;3;1;2;0;0
859;Arsenal;Man City;5;0;H;1;0;H;22;6;14;2;6;13;10;4;0;3;0;1
860;Aston Villa;Charlton;2;1;H;2;0;H;12;7;7;4;13;11;9;6;3;2;0;0
861;Chelsea;Tottenham;3;0;H;2;0;H;9;6;7;3;12;14;2;3;3;3;0;0
862;Ipswich;Middlesbrough;2;1;H;2;0;H;19;7;11;3;8;17;6;1;0;2;0;0
863;Leicester;Derby;2;1;H;1;1;D;9;7;5;2;9;18;7;3;0;3;0;0
864;Man United;Southampton;5;0;H;2;0;H;16;12;8;5;5;9;7;7;0;0;0;0
865;Sunderland;Coventry;1;0;H;0;0;D;11;10;7;4;17;10;1;3;2;2;0;0
866;West Ham;Newcastle;1;0;H;0;0;D;11;12;4;5;15;10;3;8;3;2;0;0
867;Bradford;Leeds;1;1;D;1;0;H;11;12;6;9;15;15;5;9;3;4;0;0
868;Liverpool;Everton;3;1;H;1;1;D;10;9;8;7;10;10;9;6;0;1;0;1
869;Charlton;Bradford;2;0;H;2;0;H;11;12;7;8;10;20;3;6;0;1;0;1
870;Coventry;Man United;1;2;A;0;2;A;4;11;2;6;17;8;3;9;1;1;0;0
871;Leeds;Liverpool;4;3;H;1;2;A;10;14;7;8;18;18;7;7;1;4;0;0
872;Man City;Leicester;0;1;A;0;0;D;14;3;3;2;12;14;9;4;1;2;0;0
873;Middlesbrough;Arsenal;0;1;A;0;1;A;4;11;3;8;10;11;5;8;1;1;1;0
874;Newcastle;Ipswich;2;1;H;1;1;D;11;8;6;5;13;7;7;4;1;0;0;0
875;Southampton;Chelsea;3;2;H;2;0;H;10;9;4;4;16;11;7;7;4;2;0;0
876;Tottenham;Sunderland;2;1;H;1;0;H;11;12;6;3;18;9;8;7;1;0;1;0
877;Everton;Aston Villa;0;1;A;0;0;D;14;4;6;1;17;23;6;2;3;2;0;0
878;Derby;West Ham;0;0;D;0;0;D;14;6;2;6;14;18;6;1;1;1;0;0
879;Arsenal;Derby;0;0;D;0;0;D;15;9;9;2;12;13;10;0;0;2;0;0
880;Aston Villa;Tottenham;2;0;H;1;0;H;11;3;6;2;15;13;10;1;0;3;0;0
881;Bradford;Everton;0;1;A;0;0;D;11;9;6;4;8;18;3;3;1;2;0;0
882;Ipswich;Charlton;2;0;H;0;0;D;30;7;13;4;8;12;13;3;0;2;0;0
883;Leicester;Newcastle;1;1;D;0;0;D;8;7;4;1;7;8;0;3;1;1;0;0
884;Man United;Middlesbrough;2;1;H;0;1;A;18;5;11;1;5;10;10;0;0;0;0;0
885;Sunderland;Southampton;2;2;D;1;1;D;11;10;5;5;13;21;7;4;1;1;0;0
886;West Ham;Man City;4;1;H;0;1;A;22;10;11;5;7;7;7;5;1;1;0;0
887;Chelsea;Leeds;1;1;D;0;0;D;12;11;7;3;19;24;3;2;4;4;0;0
888;Liverpool;Coventry;4;1;H;1;0;H;19;10;13;5;10;12;7;1;1;0;0;0
889;Charlton;Chelsea;2;0;H;1;0;H;10;13;6;3;18;22;4;5;2;3;0;0
890;Derby;Bradford;2;0;H;0;0;D;7;7;3;4;10;18;2;4;3;1;0;0
891;Everton;Arsenal;2;0;H;0;0;D;4;4;2;2;20;12;3;5;3;1;0;0
892;Leeds;West Ham;0;1;A;0;1;A;15;4;6;3;14;19;2;2;1;1;0;0
893;Man City;Man United;0;1;A;0;1;A;10;8;4;4;13;8;10;11;3;1;0;0
894;Middlesbrough;Leicester;0;3;A;0;2;A;11;9;4;7;8;12;6;2;3;1;0;0
895;Newcastle;Sunderland;1;2;A;1;0;H;19;9;9;6;17;26;1;4;1;3;0;0
896;Southampton;Aston Villa;2;0;H;2;0;H;7;9;3;3;10;10;3;3;0;0;0;0
897;Tottenham;Liverpool;2;1;H;2;1;H;6;9;4;4;11;13;6;5;1;2;0;0
898;Coventry;Ipswich;0;1;A;0;0;D;12;10;5;4;10;12;5;5;1;1;0;0
899;Charlton;Sunderland;0;1;A;0;0;D;10;8;2;3;16;16;7;8;0;1;0;0
900;Coventry;Aston Villa;1;1;D;0;1;A;10;7;2;4;9;19;6;1;1;2;0;0
901;Derby;Man United;0;3;A;0;0;D;1;12;0;7;12;12;3;9;2;1;0;0
902;Everton;Chelsea;2;1;H;0;1;A;11;10;5;6;11;18;1;4;0;3;0;1
903;Man City;Ipswich;2;3;A;0;2;A;9;11;4;4;8;5;6;5;0;2;0;0
904;Middlesbrough;Bradford;2;2;D;0;2;A;14;9;9;5;17;18;6;4;0;2;1;0
905;Southampton;West Ham;2;3;A;1;2;A;10;14;5;8;12;10;6;10;1;2;0;0
906;Tottenham;Leicester;3;0;H;2;0;H;15;11;7;5;21;15;5;8;1;3;0;1
907;Leeds;Arsenal;1;0;H;0;0;D;12;9;6;3;19;22;8;4;1;7;0;0
908;Newcastle;Liverpool;2;1;H;1;0;H;9;13;6;9;17;15;5;11;3;2;0;0
909;Arsenal;Southampton;1;0;H;0;0;D;24;7;12;5;14;15;16;8;0;2;0;0
910;Aston Villa;Newcastle;1;1;D;1;0;H;8;9;4;5;11;12;8;2;2;1;0;0
911;Bradford;Coventry;2;1;H;0;0;D;10;13;6;7;11;12;9;8;3;2;0;0
912;Ipswich;Derby;0;1;A;0;1;A;11;3;5;3;13;13;6;1;1;1;0;0
913;Leicester;Leeds;3;1;H;3;0;H;8;12;5;4;10;7;0;6;1;2;0;1
914;Liverpool;Charlton;3;0;H;1;0;H;13;7;3;2;10;9;6;5;1;1;0;0
915;Man United;Tottenham;2;0;H;1;0;H;16;5;8;3;7;8;7;5;2;1;0;0
916;West Ham;Middlesbrough;1;0;H;1;0;H;14;5;6;3;17;19;7;5;1;4;0;1
917;Chelsea;Man City;2;1;H;2;0;H;9;11;7;5;9;12;7;10;2;0;0;0
918;Sunderland;Everton;2;0;H;1;0;H;24;7;11;2;16;23;8;4;0;3;0;0
919;Arsenal;Newcastle;5;0;H;2;0;H;15;3;10;1;10;11;5;2;0;3;0;0
920;Bradford;Tottenham;3;3;D;1;2;A;13;6;6;4;6;16;7;2;2;0;0;0
921;Charlton;Man United;3;3;D;1;2;A;15;15;8;8;6;10;9;6;0;1;0;0
922;Chelsea;Derby;4;1;H;3;0;H;19;5;10;3;8;14;3;6;0;0;0;0
923;Man City;Everton;5;0;H;3;0;H;13;14;9;4;12;12;5;13;0;1;0;0
924;Southampton;Leeds;1;0;H;1;0;H;12;13;3;5;13;15;2;10;3;4;1;0
925;Sunderland;Middlesbrough;1;0;H;0;0;D;8;8;5;5;22;21;5;3;1;3;0;0
926;West Ham;Aston Villa;1;1;D;1;1;D;13;15;5;4;14;15;4;4;1;3;0;0
927;Coventry;Leicester;1;0;H;1;0;H;12;6;5;1;11;15;8;10;0;1;0;0
928;Liverpool;Ipswich;0;1;A;0;1;A;14;11;5;6;12;14;8;5;1;3;0;0
929;Aston Villa;Man City;2;2;D;0;0;D;10;9;5;4;8;16;5;4;2;1;1;0
930;Derby;Coventry;1;0;H;1;0;H;4;14;3;5;17;10;3;5;1;3;0;0
931;Everton;West Ham;1;1;D;0;0;D;15;9;5;4;10;7;9;7;1;2;0;0
932;Ipswich;Southampton;3;1;H;0;1;A;15;13;7;4;11;12;6;1;1;2;0;0
933;Leeds;Sunderland;2;0;H;1;0;H;17;17;8;6;16;20;8;5;3;4;0;0
934;Leicester;Charlton;3;1;H;1;1;D;9;12;5;8;11;16;5;5;1;2;0;0
935;Middlesbrough;Chelsea;1;0;H;0;0;D;7;9;4;3;14;16;3;5;0;2;0;0
936;Newcastle;Bradford;2;1;H;1;0;H;17;7;6;3;16;17;4;3;0;2;0;0
937;Man United;Liverpool;0;1;A;0;1;A;6;9;4;4;10;11;9;2;1;0;1;0
938;Tottenham;Arsenal;1;1;D;1;0;H;8;17;4;10;20;14;3;7;2;1;0;0
939;Coventry;Southampton;1;1;D;1;0;H;12;10;5;2;12;13;8;6;1;1;0;0
940;Charlton;Everton;1;0;H;1;0;H;10;10;7;4;15;21;13;6;1;4;0;0
941;Chelsea;Bradford;3;0;H;1;0;H;17;7;8;1;8;12;5;4;0;1;0;0
942;Derby;Newcastle;2;0;H;1;0;H;8;8;5;4;17;16;2;3;1;2;0;0
943;Leeds;Aston Villa;1;2;A;0;1;A;15;8;5;5;18;18;10;2;1;4;0;0
944;Leicester;West Ham;2;1;H;1;1;D;11;11;6;4;7;5;6;5;1;0;0;0
945;Liverpool;Arsenal;4;0;H;1;0;H;12;12;6;6;18;14;6;3;2;0;0;0
946;Man United;Ipswich;2;0;H;2;0;H;20;5;4;3;7;8;11;3;0;1;0;0
947;Sunderland;Man City;1;0;H;1;0;H;9;9;5;3;14;18;8;6;2;2;0;0
948;Tottenham;Middlesbrough;0;0;D;0;0;D;16;5;8;0;22;13;8;4;2;3;0;0
949;Arsenal;Leicester;6;1;H;1;0;H;27;2;15;2;14;11;14;0;0;0;0;0
950;Aston Villa;Man United;0;1;A;0;0;D;6;14;3;3;15;16;2;4;1;2;0;0
951;Bradford;Sunderland;1;4;A;0;1;A;11;16;3;11;17;17;9;8;2;0;0;0
952;Everton;Coventry;1;2;A;0;0;D;17;10;9;5;14;16;5;2;2;1;0;0
953;Ipswich;Chelsea;2;2;D;1;2;A;19;7;13;4;5;9;8;2;0;4;0;0
954;Man City;Derby;0;0;D;0;0;D;15;14;7;3;15;14;7;7;2;2;0;0
955;Middlesbrough;Liverpool;1;0;H;1;0;H;7;11;2;5;7;9;2;6;2;2;0;0
956;Newcastle;Leeds;2;1;H;2;1;H;13;8;4;5;23;17;7;2;4;2;0;0
957;West Ham;Charlton;5;0;H;3;0;H;17;12;10;8;19;11;5;8;1;0;0;0
958;Southampton;Tottenham;2;0;H;2;0;H;17;7;6;2;17;13;4;4;1;3;0;0
959;Arsenal;Sunderland;2;2;D;2;0;H;17;14;9;7;14;18;11;1;0;3;0;0
960;Ipswich;Tottenham;3;0;H;1;0;H;18;6;9;3;13;17;10;5;0;0;0;0
961;Man City;Charlton;1;4;A;0;2;A;8;13;1;8;11;14;7;4;1;2;0;0
962;Middlesbrough;Coventry;1;1;D;0;1;A;14;9;6;3;9;16;4;3;1;3;0;0
963;Newcastle;Man United;1;1;D;0;1;A;14;8;4;6;13;10;6;3;2;3;0;0
964;Southampton;Derby;1;0;H;0;0;D;10;9;5;5;17;10;7;6;0;2;0;0
965;Charlton;Arsenal;1;0;H;1;0;H;9;10;4;5;15;12;6;12;1;1;0;0
966;Chelsea;Aston Villa;1;0;H;1;0;H;13;7;5;3;15;19;2;5;0;1;0;0
967;Coventry;Man City;1;1;D;0;0;D;19;10;9;5;16;15;12;8;1;2;0;0
968;Derby;Everton;1;0;H;1;0;H;7;9;3;6;9;18;5;11;2;3;0;0
969;Leeds;Middlesbrough;1;1;D;0;1;A;16;5;5;3;14;15;5;1;2;3;0;0
970;Leicester;Bradford;1;2;A;1;2;A;9;8;3;4;11;14;5;3;0;3;0;0
971;Liverpool;Southampton;2;1;H;1;1;D;16;7;8;3;8;5;15;2;0;1;0;0
972;Man United;West Ham;3;1;H;2;0;H;25;9;12;5;17;13;8;2;1;2;0;0
973;Sunderland;Ipswich;4;1;H;1;1;D;16;9;9;3;15;10;4;3;1;5;0;0
974;Tottenham;Newcastle;4;2;H;3;1;H;16;9;10;4;11;10;9;6;0;2;1;2
975;Arsenal;Chelsea;1;1;D;1;0;H;15;12;8;8;13;15;10;3;1;4;0;0
976;Aston Villa;Liverpool;0;3;A;0;2;A;5;12;1;6;7;10;1;4;2;0;0;0
977;Bradford;Man United;0;3;A;0;0;D;9;20;3;11;11;11;1;9;1;0;0;0
978;Everton;Tottenham;0;0;D;0;0;D;17;4;8;1;11;15;9;0;1;0;0;0
979;Man City;Leeds;0;4;A;0;1;A;5;10;3;6;23;17;4;5;5;3;0;0
980;Middlesbrough;Derby;4;0;H;1;0;H;13;6;8;3;8;14;4;5;0;4;0;0
981;Newcastle;Coventry;3;1;H;1;0;H;11;12;6;5;6;9;2;7;0;3;0;0
982;Southampton;Charlton;0;0;D;0;0;D;17;10;6;4;8;12;9;3;0;0;0;0
983;West Ham;Sunderland;0;2;A;0;1;A;13;7;6;5;20;21;9;6;4;2;0;0
984;Ipswich;Leicester;2;0;H;0;0;D;22;6;9;3;14;10;8;1;1;1;0;0
985;Chelsea;Ipswich;4;1;H;1;1;D;23;5;10;2;11;12;11;1;3;0;0;1
986;Coventry;Everton;1;3;A;0;3;A;9;8;5;4;9;22;15;3;0;1;0;0
987;Derby;Man City;1;1;D;0;0;D;9;10;3;4;17;22;5;4;2;2;0;0
988;Leeds;Newcastle;1;3;A;1;2;A;12;11;5;7;12;18;16;1;2;1;0;0
989;Leicester;Arsenal;0;0;D;0;0;D;3;13;0;4;6;8;1;9;2;2;1;0
990;Liverpool;Middlesbrough;0;0;D;0;0;D;22;4;7;2;9;10;7;3;1;1;0;0
991;Man United;Aston Villa;2;0;H;0;0;D;12;5;7;3;10;19;7;3;1;2;0;0
992;Tottenham;Southampton;0;0;D;0;0;D;9;9;4;6;10;15;6;0;0;1;0;0
993;Sunderland;Bradford;0;0;D;0;0;D;14;7;6;3;10;13;8;7;0;1;0;0
994;Charlton;West Ham;1;1;D;1;0;H;9;18;3;3;11;8;0;5;0;1;0;0
995;Aston Villa;Leeds;1;2;A;1;1;D;12;7;4;3;11;10;5;3;2;0;0;0
996;Arsenal;Bradford;2;0;H;2;0;H;20;6;8;2;12;14;6;3;1;2;0;0
997;Charlton;Derby;2;1;H;1;1;D;13;6;9;3;13;14;9;3;2;1;0;0
998;Chelsea;Newcastle;3;1;H;1;1;D;14;4;4;2;12;19;7;2;1;3;0;0
999;Everton;Middlesbrough;2;2;D;0;1;A;17;6;8;3;17;12;9;1;1;5;0;0
1000;Leeds;Coventry;1;0;H;0;0;D;11;3;6;1;18;19;9;2;4;5;0;0
1001;Man City;Liverpool;1;1;D;0;1;A;4;16;2;3;17;13;5;11;1;1;0;0
1002;Southampton;Leicester;1;0;H;0;0;D;10;6;5;3;14;12;3;3;0;3;0;0
1003;Sunderland;Man United;0;1;A;0;0;D;9;13;2;7;15;13;3;2;2;0;2;1
1004;West Ham;Tottenham;0;0;D;0;0;D;17;14;6;6;9;16;9;4;1;1;0;0
1005;Bradford;Aston Villa;0;3;A;0;0;D;9;13;2;6;14;14;3;4;2;0;0;0
1006;Coventry;Arsenal;0;1;A;0;0;D;12;8;4;6;13;14;3;7;3;4;0;0
1007;Derby;Sunderland;1;0;H;1;0;H;9;17;3;5;16;18;3;4;7;3;0;0
1008;Ipswich;Leeds;1;2;A;0;2;A;11;10;6;3;10;15;3;4;1;2;1;0
1009;Leicester;Chelsea;2;1;H;1;0;H;10;8;5;4;7;13;2;7;0;1;0;0
1010;Liverpool;West Ham;3;0;H;2;0;H;14;8;10;3;9;6;5;3;0;1;0;1
1011;Man United;Everton;1;0;H;0;0;D;8;5;1;1;8;11;2;5;0;2;0;0
1012;Middlesbrough;Man City;1;1;D;0;1;A;14;6;6;3;12;14;4;2;0;2;1;0
1013;Tottenham;Charlton;0;0;D;0;0;D;9;7;3;2;17;14;2;3;2;0;0;0
1014;Everton;Leeds;2;2;D;1;0;H;7;9;4;5;18;18;4;7;2;1;0;0
1015;Arsenal;Ipswich;1;0;H;0;0;D;17;5;10;3;16;15;11;3;2;1;0;0
1016;Aston Villa;Middlesbrough;1;1;D;1;0;H;15;6;4;3;11;11;7;4;1;1;0;0
1017;Chelsea;Man United;1;1;D;1;0;H;8;16;4;6;16;12;3;8;0;2;0;0
1018;Everton;Leicester;2;1;H;2;0;H;9;9;6;2;12;7;7;2;3;2;0;0
1019;Leeds;Derby;0;0;D;0;0;D;12;3;6;2;11;17;17;4;2;5;0;0
1020;Man City;Tottenham;0;1;A;0;0;D;11;11;4;4;17;10;7;3;1;0;0;0
1021;Southampton;Bradford;2;0;H;0;0;D;12;4;6;1;9;16;8;0;0;1;0;0
1022;Sunderland;Liverpool;1;1;D;0;0;D;9;8;6;4;15;25;9;6;5;3;0;0
1023;Charlton;Newcastle;2;0;H;2;0;H;11;5;4;3;10;12;4;11;2;1;0;0
1024;West Ham;Coventry;1;1;D;0;0;D;21;13;9;4;13;16;5;4;2;5;0;0
1025;Bradford;West Ham;1;2;A;0;1;A;15;11;5;5;9;10;7;1;1;2;0;0
1026;Coventry;Charlton;2;2;D;1;1;D;17;15;7;7;15;11;3;7;0;0;0;0
1027;Derby;Aston Villa;1;0;H;1;0;H;9;19;5;7;9;10;1;9;1;1;0;0
1028;Ipswich;Everton;2;0;H;0;0;D;12;8;6;2;11;14;3;2;1;2;0;1
1029;Leicester;Sunderland;2;0;H;1;0;H;11;9;7;3;13;16;6;5;0;4;0;1
1030;Middlesbrough;Southampton;0;1;A;0;0;D;11;10;6;5;9;9;3;6;1;0;0;0
1031;Newcastle;Man City;0;1;A;0;0;D;10;11;3;3;18;11;5;5;1;0;0;0
1032;Tottenham;Leeds;1;2;A;1;1;D;13;15;4;9;16;14;5;12;2;1;0;0
1033;Man United;Arsenal;6;1;H;5;1;H;16;6;9;2;10;6;3;3;0;0;0;0
1034;Arsenal;West Ham;3;0;H;3;0;H;16;4;6;2;19;12;5;6;2;3;0;0
1035;Coventry;Chelsea;0;0;D;0;0;D;17;24;10;11;13;15;5;8;2;2;0;0
1036;Derby;Tottenham;2;1;H;2;0;H;8;13;4;7;20;12;6;7;2;3;0;0
1037;Everton;Newcastle;1;1;D;0;0;D;16;4;6;2;13;12;4;1;1;2;0;0
1038;Leeds;Man United;1;1;D;0;0;D;18;5;10;5;25;21;14;3;3;5;0;0
1039;Leicester;Liverpool;2;0;H;0;0;D;9;8;7;3;9;7;4;7;1;1;0;0
1040;Man City;Southampton;0;1;A;0;0;D;15;6;7;1;15;15;5;6;1;1;0;0
1041;Middlesbrough;Charlton;0;0;D;0;0;D;8;11;2;8;13;12;4;5;1;1;0;0
1042;Ipswich;Bradford;3;1;H;0;1;A;21;7;8;5;13;14;7;2;0;4;0;0
1043;Sunderland;Aston Villa;1;1;D;0;0;D;18;6;12;2;17;18;5;3;1;2;0;0
1044;West Ham;Chelsea;0;2;A;0;2;A;7;17;2;6;12;9;1;0;2;2;0;0
1045;Aston Villa;Ipswich;2;1;H;0;1;A;9;8;5;3;15;11;6;2;1;1;0;0
1046;Bradford;Man City;2;2;D;0;1;A;16;10;7;3;13;12;3;3;2;1;0;0
1047;Charlton;Leeds;1;2;A;1;1;D;7;7;3;5;19;13;2;5;3;5;0;0
1048;Chelsea;Sunderland;2;4;A;2;1;H;14;11;6;7;15;26;4;5;0;0;0;0
1049;Man United;Leicester;2;0;H;0;0;D;19;5;8;2;11;13;14;2;1;1;0;0
1050;Newcastle;Middlesbrough;1;2;A;0;2;A;16;7;5;4;14;19;5;1;0;3;0;1
1051;Southampton;Everton;1;0;H;0;0;D;17;5;5;1;13;18;6;6;1;1;0;0
1052;Tottenham;Coventry;3;0;H;2;0;H;12;11;4;5;13;10;5;8;0;1;0;0
1053;West Ham;Ipswich;0;1;A;0;0;D;5;13;2;5;14;8;4;5;0;0;0;0
1054;Aston Villa;Arsenal;0;0;D;0;0;D;4;14;2;5;16;13;3;3;2;2;0;1
1055;Liverpool;Derby;1;1;D;0;1;A;18;7;8;4;11;9;9;3;2;2;0;0
1056;Arsenal;Tottenham;2;0;H;0;0;D;25;4;19;3;5;6;12;2;0;1;0;0
1057;Bradford;Newcastle;2;2;D;2;1;H;22;14;8;7;17;23;10;8;0;1;0;0
1058;Chelsea;Middlesbrough;2;1;H;1;0;H;17;7;5;3;19;10;4;3;2;1;0;0
1059;Coventry;Derby;2;0;H;1;0;H;12;14;7;8;12;16;9;4;0;1;1;0
1060;Liverpool;Man United;2;0;H;2;0;H;15;9;6;3;8;8;6;4;1;1;1;0
1061;Man City;Aston Villa;1;3;A;1;2;A;12;8;6;7;18;13;9;2;6;4;1;0
1062;Sunderland;Leeds;0;2;A;0;1;A;14;7;8;4;17;10;8;4;2;2;0;1
1063;West Ham;Everton;0;2;A;0;1;A;17;10;6;7;16;16;8;2;3;2;1;0
1064;Charlton;Leicester;2;0;H;1;0;H;16;5;9;1;12;9;6;2;2;2;0;0
1065;Southampton;Ipswich;0;3;A;0;1;A;11;11;3;5;17;15;6;7;2;1;0;0
1066;Aston Villa;Leicester;2;1;H;1;1;D;9;6;5;2;11;12;10;3;2;2;0;0
1067;Aston Villa;West Ham;2;2;D;0;0;D;6;7;4;5;5;3;5;3;1;3;0;0
1068;Derby;Chelsea;0;4;A;0;0;D;3;10;2;7;13;7;1;9;1;1;0;0
1069;Leeds;Southampton;2;0;H;1;0;H;15;6;7;2;10;11;10;1;0;0;0;0
1070;Leicester;Coventry;1;3;A;1;2;A;9;15;4;5;9;19;4;9;3;2;0;0
1071;Everton;Man City;3;1;H;2;1;H;11;13;7;5;17;18;8;8;0;3;1;1
1072;Middlesbrough;Sunderland;0;0;D;0;0;D;12;12;6;4;22;22;3;2;5;3;1;0
1073;Ipswich;Liverpool;1;1;D;0;0;D;8;7;5;2;10;15;6;1;0;0;0;0
1074;Man United;Charlton;2;1;H;1;0;H;23;3;8;2;8;9;12;4;1;1;0;0
1075;Tottenham;Bradford;2;1;H;1;1;D;17;10;13;5;13;9;5;7;1;1;0;0
1076;Man City;Arsenal;0;4;A;0;4;A;7;15;2;8;10;8;7;3;2;0;0;0
1077;Bradford;Charlton;2;0;H;0;0;D;4;3;8;8;13;21;3;7;1;3;0;0
1078;Liverpool;Leeds;1;2;A;0;2;A;11;9;5;3;19;16;8;2;3;1;1;0
1079;Arsenal;Middlesbrough;0;3;A;0;2;A;17;6;8;2;13;11;9;0;1;1;0;0
1080;Aston Villa;Everton;2;1;H;1;1;D;8;5;5;3;13;14;5;3;0;3;0;0
1081;Chelsea;Southampton;1;0;H;1;0;H;14;9;8;5;11;19;7;6;3;3;0;0
1082;Ipswich;Newcastle;1;0;H;0;0;D;14;6;5;2;6;13;9;3;0;1;0;1
1083;Leicester;Man City;1;2;A;1;1;D;15;8;9;3;13;26;5;1;2;3;0;0
1084;Man United;Coventry;4;2;H;2;2;D;28;9;13;4;9;18;9;2;1;4;0;0
1085;Sunderland;Tottenham;2;3;A;2;0;H;13;8;4;6;12;15;3;3;1;2;0;0
1086;West Ham;Derby;3;1;H;3;0;H;18;6;10;3;10;18;3;5;0;2;0;0
1087;Coventry;Sunderland;1;0;H;1;0;H;14;6;9;3;15;21;6;3;3;0;0;0
1088;Derby;Leicester;2;0;H;1;0;H;10;7;6;4;17;16;5;6;0;0;0;0
1089;Everton;Liverpool;2;3;A;1;1;D;10;10;7;6;19;15;2;5;4;2;1;0
1090;Middlesbrough;Ipswich;1;2;A;1;0;H;4;12;1;5;8;8;5;4;0;0;0;0
1091;Newcastle;West Ham;2;1;H;1;0;H;20;13;14;6;19;9;7;5;0;0;0;0
1092;Charlton;Aston Villa;3;3;D;2;0;H;12;11;5;8;10;15;5;7;3;4;1;0
1093;Tottenham;Chelsea;0;3;A;0;1;A;5;16;1;10;14;11;2;5;2;2;1;0
1094;Arsenal;Everton;4;1;H;1;1;D;10;4;8;2;7;13;10;0;0;2;0;1
1095;Aston Villa;Southampton;0;0;D;0;0;D;9;3;2;3;10;15;4;5;1;2;0;0
1096;Bradford;Derby;2;0;H;1;0;H;15;12;9;3;14;13;3;8;0;2;0;1
1097;Chelsea;Charlton;0;1;A;0;1;A;9;4;1;2;12;14;10;3;3;0;0;0
1098;Ipswich;Coventry;2;0;H;1;0;H;13;6;5;2;22;23;2;3;1;4;0;0
1099;Leicester;Middlesbrough;0;3;A;0;1;A;15;15;4;7;13;11;12;5;3;1;0;0
1100;Man United;Man City;1;1;D;0;0;D;13;6;6;4;14;20;3;2;0;0;1;0
1101;Sunderland;Newcastle;1;1;D;0;0;D;16;9;10;5;17;22;4;8;5;4;0;0
1102;West Ham;Leeds;0;2;A;0;1;A;15;12;10;7;17;13;6;6;5;2;0;1
1103;Liverpool;Tottenham;3;1;H;1;1;D;14;7;8;5;10;13;6;4;1;1;0;0
1104;Coventry;Liverpool;0;2;A;0;0;D;11;13;4;6;15;11;7;7;3;1;0;0
1105;Derby;Arsenal;1;2;A;1;1;D;6;14;2;9;14;13;4;6;3;4;0;0
1106;Everton;Bradford;2;1;H;0;1;A;18;7;9;4;15;15;5;2;1;2;0;0
1107;Leeds;Chelsea;2;0;H;0;0;D;16;7;9;5;22;17;7;2;2;5;0;0
1108;Man City;West Ham;1;0;H;1;0;H;16;12;9;7;19;12;10;10;3;5;0;0
1109;Middlesbrough;Man United;0;2;A;0;1;A;18;9;3;5;13;21;4;6;2;3;0;0
1110;Newcastle;Leicester;1;0;H;0;0;D;20;4;6;3;15;14;12;0;1;1;0;0
1111;Southampton;Sunderland;0;1;A;0;0;D;11;6;5;3;15;14;11;2;2;1;0;0
1112;Tottenham;Aston Villa;0;0;D;0;0;D;7;7;3;4;13;13;5;6;1;0;0;0
1113;Charlton;Ipswich;2;1;H;1;1;D;10;17;7;6;17;11;2;13;0;1;0;0
1114;Bradford;Liverpool;0;2;A;0;0;D;15;11;4;10;11;13;7;0;0;2;0;0
1115;Newcastle;Southampton;1;1;D;1;0;H;7;11;5;3;15;17;4;2;2;1;0;0
1116;Arsenal;Leeds;2;1;H;1;0;H;7;4;4;3;21;18;11;2;4;3;0;0
1117;Aston Villa;Coventry;3;2;H;0;2;A;6;6;4;3;12;23;6;2;2;5;0;0
1118;Bradford;Middlesbrough;1;1;D;1;0;H;10;14;7;9;25;21;6;6;4;2;0;0
1119;Chelsea;Everton;2;1;H;2;1;H;13;9;5;3;19;22;8;6;1;1;0;0
1120;Leicester;Tottenham;4;2;H;1;0;H;19;9;9;4;11;14;6;2;3;2;0;0
1121;Liverpool;Newcastle;3;0;H;1;0;H;12;6;5;3;11;10;2;3;0;2;0;0
1122;Man United;Derby;0;1;A;0;1;A;11;10;6;5;13;11;13;1;1;0;0;0
1123;Sunderland;Charlton;3;2;H;2;1;H;17;17;11;7;17;7;8;5;1;0;0;0
1124;West Ham;Southampton;3;0;H;0;0;D;16;12;12;3;18;18;5;1;2;2;0;0
1125;Ipswich;Man City;2;1;H;0;0;D;15;11;7;7;8;19;9;2;0;0;0;0
1126;Liverpool;Chelsea;2;2;D;1;1;D;16;14;8;7;14;21;6;6;1;4;0;0
1127;Leeds;Bradford;6;1;H;5;1;H;18;13;9;7;20;13;9;7;1;0;0;0
1128;Southampton;Man United;2;1;H;2;0;H;14;9;3;6;13;18;4;4;1;1;0;0
1129;Newcastle;Arsenal;0;0;D;0;0;D;12;8;2;1;14;10;4;8;1;0;0;0
1130;Charlton;Liverpool;0;4;A;0;0;D;12;16;10;14;7;13;10;10;1;1;0;0
1131;Coventry;Bradford;0;0;D;0;0;D;15;10;7;3;15;13;9;3;1;1;0;0
1132;Derby;Ipswich;1;1;D;1;0;H;7;13;2;6;14;15;3;11;1;1;0;0
1133;Everton;Sunderland;2;2;D;1;1;D;18;11;8;4;12;13;5;6;5;3;0;1
1134;Leeds;Leicester;3;1;H;1;1;D;24;8;11;5;14;17;12;5;3;4;0;0
1135;Man City;Chelsea;1;2;A;1;1;D;3;9;1;3;22;18;8;7;4;2;0;0
1136;Middlesbrough;West Ham;2;1;H;2;1;H;19;11;7;5;13;15;5;6;0;0;0;0
1137;Newcastle;Aston Villa;3;0;H;2;0;H;9;5;5;1;10;14;5;1;0;5;1;1
