Arquivo: leitura.c
========================================

 ID | Token                  |  Linha | Coluna | Lexema
  9 | TKAtrib                |    440 |     29 | =
  1 | TKId                   |    440 |     31 | c
 10 | TKPontoEVirgula        |    440 |     32 | ;
  1 | TKId                   |    440 |     34 | proxC
  7 | TKAbrePar              |    440 |     39 | (
  8 | TKFechaPar             |    440 |     40 | )
 10 | TKPontoEVirgula        |    440 |     41 | ;
 24 | TKIf                   |    441 |     17 | if
  7 | TKAbrePar              |    441 |     20 | (
  1 | TKId                   |    441 |     21 | c
 64 | TKIgual                |    441 |     23 | ==
 83 | TKCteChar              |    441 |     26 | '&'
  8 | TKFechaPar             |    441 |     29 | )
 11 | TKAbreChaves           |    441 |     31 | {
  1 | TKId                   |    441 |     33 | lex
 18 | TKAbreColchete         |    441 |     36 | [
  1 | TKId                   |    441 |     37 | posl
 14 | TKDuploMais            |    441 |     41 | ++
 19 | TKFechaColchete        |    441 |     43 | ]
  9 | TKAtrib                |    441 |     45 | =
  1 | TKId                   |    441 |     47 | c
 10 | TKPontoEVirgula        |    441 |     48 | ;
  1 | TKId                   |    441 |     50 | lex
 18 | TKAbreColchete         |    441 |     53 | [
  1 | TKId                   |    441 |     54 | posl
 19 | TKFechaColchete        |    441 |     58 | ]
  9 | TKAtrib                |    441 |     60 | =
 83 | TKCteChar              |    441 |     62 | '\0'
 10 | TKPontoEVirgula        |    441 |     66 | ;
  1 | TKId                   |    441 |     68 | proxC
  7 | TKAbrePar              |    441 |     73 | (
  8 | TKFechaPar             |    441 |     74 | )
 10 | TKPontoEVirgula        |    441 |     75 | ;
  1 | TKId                   |    441 |     77 | tk
  9 | TKAtrib                |    441 |     80 | =
  1 | TKId                   |    441 |     82 | TKE
 10 | TKPontoEVirgula        |    441 |     85 | ;
 33 | TKReturn               |    441 |     87 | return
 10 | TKPontoEVirgula        |    441 |     93 | ;
 12 | TKFechaChaves          |    441 |     95 | }
 24 | TKIf                   |    442 |     17 | if
  7 | TKAbrePar              |    442 |     20 | (
  1 | TKId                   |    442 |     21 | c
 64 | TKIgual                |    442 |     23 | ==
 83 | TKCteChar              |    442 |     26 | '='
  8 | TKFechaPar             |    442 |     29 | )
 11 | TKAbreChaves           |    442 |     31 | {
  1 | TKId                   |    442 |     33 | lex
 18 | TKAbreColchete         |    442 |     36 | [
  1 | TKId                   |    442 |     37 | posl
 14 | TKDuploMais            |    442 |     41 | ++
 19 | TKFechaColchete        |    442 |     43 | ]
  9 | TKAtrib                |    442 |     45 | =
  1 | TKId                   |    442 |     47 | c
 10 | TKPontoEVirgula        |    442 |     48 | ;
  1 | TKId                   |    442 |     50 | lex
 18 | TKAbreColchete         |    442 |     53 | [
  1 | TKId                   |    442 |     54 | posl
 19 | TKFechaColchete        |    442 |     58 | ]
  9 | TKAtrib                |    442 |     60 | =
 83 | TKCteChar              |    442 |     62 | '\0'
 10 | TKPontoEVirgula        |    442 |     66 | ;
  1 | TKId                   |    442 |     68 | proxC
  7 | TKAbrePar              |    442 |     73 | (
  8 | TKFechaPar             |    442 |     74 | )
 10 | TKPontoEVirgula        |    442 |     75 | ;
  1 | TKId                   |    442 |     77 | tk
  9 | TKAtrib                |    442 |     80 | =
  1 | TKId                   |    442 |     82 | TKAtribAndBit
 10 | TKPontoEVirgula        |    442 |     95 | ;
 33 | TKReturn               |    442 |     97 | return
 10 | TKPontoEVirgula        |    442 |    103 | ;
 12 | TKFechaChaves          |    442 |    105 | }
  1 | TKId                   |    443 |     17 | lex
 18 | TKAbreColchete         |    443 |     20 | [
  1 | TKId                   |    443 |     21 | posl
 19 | TKFechaColchete        |    443 |     25 | ]
  9 | TKAtrib                |    443 |     27 | =
 83 | TKCteChar              |    443 |     29 | '\0'
 10 | TKPontoEVirgula        |    443 |     33 | ;
  1 | TKId                   |    443 |     35 | tk
  9 | TKAtrib                |    443 |     38 | =
  1 | TKId                   |    443 |     40 | TKAndBit
 10 | TKPontoEVirgula        |    443 |     48 | ;
 33 | TKReturn               |    443 |     50 | return
 10 | TKPontoEVirgula        |    443 |     56 | ;
 31 | TKCase                 |    445 |     13 | case
 83 | TKCteChar              |    445 |     18 | '|'
  6 | TKDoisPontos           |    445 |     21 | :
  1 | TKId                   |    446 |     17 | lex
 18 | TKAbreColchete         |    446 |     20 | [
  1 | TKId                   |    446 |     21 | posl
 14 | TKDuploMais            |    446 |     25 | ++
 19 | TKFechaColchete        |    446 |     27 | ]
  9 | TKAtrib                |    446 |     29 | =
  1 | TKId                   |    446 |     31 | c
 10 | TKPontoEVirgula        |    446 |     32 | ;
  1 | TKId                   |    446 |     34 | proxC
  7 | TKAbrePar              |    446 |     39 | (
  8 | TKFechaPar             |    446 |     40 | )
 10 | TKPontoEVirgula        |    446 |     41 | ;
 24 | TKIf                   |    447 |     17 | if
  7 | TKAbrePar              |    447 |     20 | (
  1 | TKId                   |    447 |     21 | c
 64 | TKIgual                |    447 |     23 | ==
 83 | TKCteChar              |    447 |     26 | '|'
  8 | TKFechaPar             |    447 |     29 | )
 11 | TKAbreChaves           |    447 |     31 | {
  1 | TKId                   |    447 |     33 | lex
 18 | TKAbreColchete         |    447 |     36 | [
  1 | TKId                   |    447 |     37 | posl
 14 | TKDuploMais            |    447 |     41 | ++
 19 | TKFechaColchete        |    447 |     43 | ]
  9 | TKAtrib                |    447 |     45 | =
  1 | TKId                   |    447 |     47 | c
 10 | TKPontoEVirgula        |    447 |     48 | ;
  1 | TKId                   |    447 |     50 | lex
 18 | TKAbreColchete         |    447 |     53 | [
  1 | TKId                   |    447 |     54 | posl
 19 | TKFechaColchete        |    447 |     58 | ]
  9 | TKAtrib                |    447 |     60 | =
 83 | TKCteChar              |    447 |     62 | '\0'
 10 | TKPontoEVirgula        |    447 |     66 | ;
  1 | TKId                   |    447 |     68 | proxC
  7 | TKAbrePar              |    447 |     73 | (
  8 | TKFechaPar             |    447 |     74 | )
 10 | TKPontoEVirgula        |    447 |     75 | ;
  1 | TKId                   |    447 |     77 | tk
  9 | TKAtrib                |    447 |     80 | =
  1 | TKId                   |    447 |     82 | TKOu
 10 | TKPontoEVirgula        |    447 |     86 | ;
 33 | TKReturn               |    447 |     88 | return
 10 | TKPontoEVirgula        |    447 |     94 | ;
 12 | TKFechaChaves          |    447 |     96 | }
 24 | TKIf                   |    448 |     17 | if
  7 | TKAbrePar              |    448 |     20 | (
  1 | TKId                   |    448 |     21 | c
 64 | TKIgual                |    448 |     23 | ==
 83 | TKCteChar              |    448 |     26 | '='
  8 | TKFechaPar             |    448 |     29 | )
 11 | TKAbreChaves           |    448 |     31 | {
  1 | TKId                   |    448 |     33 | lex
 18 | TKAbreColchete         |    448 |     36 | [
  1 | TKId                   |    448 |     37 | posl
 14 | TKDuploMais            |    448 |     41 | ++
 19 | TKFechaColchete        |    448 |     43 | ]
  9 | TKAtrib                |    448 |     45 | =
  1 | TKId                   |    448 |     47 | c
 10 | TKPontoEVirgula        |    448 |     48 | ;
  1 | TKId                   |    448 |     50 | lex
 18 | TKAbreColchete         |    448 |     53 | [
  1 | TKId                   |    448 |     54 | posl
 19 | TKFechaColchete        |    448 |     58 | ]
  9 | TKAtrib                |    448 |     60 | =
 83 | TKCteChar              |    448 |     62 | '\0'
 10 | TKPontoEVirgula        |    448 |     66 | ;
  1 | TKId                   |    448 |     68 | proxC
  7 | TKAbrePar              |    448 |     73 | (
  8 | TKFechaPar             |    448 |     74 | )
 10 | TKPontoEVirgula        |    448 |     75 | ;
  1 | TKId                   |    448 |     77 | tk
  9 | TKAtrib                |    448 |     80 | =
  1 | TKId                   |    448 |     82 | TKAtribOrBit
 10 | TKPontoEVirgula        |    448 |     94 | ;
 33 | TKReturn               |    448 |     96 | return
 10 | TKPontoEVirgula        |    448 |    102 | ;
 12 | TKFechaChaves          |    448 |    104 | }
  1 | TKId                   |    449 |     17 | lex
 18 | TKAbreColchete         |    449 |     20 | [
  1 | TKId                   |    449 |     21 | posl
 19 | TKFechaColchete        |    449 |     25 | ]
  9 | TKAtrib                |    449 |     27 | =
 83 | TKCteChar              |    449 |     29 | '\0'
 10 | TKPontoEVirgula        |    449 |     33 | ;
  1 | TKId                   |    449 |     35 | tk
  9 | TKAtrib                |    449 |     38 | =
  1 | TKId                   |    449 |     40 | TKOrBit
 10 | TKPontoEVirgula        |    449 |     47 | ;
 33 | TKReturn               |    449 |     49 | return
 10 | TKPontoEVirgula        |    449 |     55 | ;
 31 | TKCase                 |    451 |     13 | case
 83 | TKCteChar              |    451 |     18 | '^'
  6 | TKDoisPontos           |    451 |     21 | :
  1 | TKId                   |    452 |     17 | lex
 18 | TKAbreColchete         |    452 |     20 | [
  1 | TKId                   |    452 |     21 | posl
 14 | TKDuploMais            |    452 |     25 | ++
 19 | TKFechaColchete        |    452 |     27 | ]
  9 | TKAtrib                |    452 |     29 | =
  1 | TKId                   |    452 |     31 | c
 10 | TKPontoEVirgula        |    452 |     32 | ;
  1 | TKId                   |    452 |     34 | proxC
  7 | TKAbrePar              |    452 |     39 | (
  8 | TKFechaPar             |    452 |     40 | )
 10 | TKPontoEVirgula        |    452 |     41 | ;
 24 | TKIf                   |    453 |     17 | if
  7 | TKAbrePar              |    453 |     20 | (
  1 | TKId                   |    453 |     21 | c
 64 | TKIgual                |    453 |     23 | ==
 83 | TKCteChar              |    453 |     26 | '='
  8 | TKFechaPar             |    453 |     29 | )
 11 | TKAbreChaves           |    453 |     31 | {
  1 | TKId                   |    453 |     33 | lex
 18 | TKAbreColchete         |    453 |     36 | [
  1 | TKId                   |    453 |     37 | posl
 14 | TKDuploMais            |    453 |     41 | ++
 19 | TKFechaColchete        |    453 |     43 | ]
  9 | TKAtrib                |    453 |     45 | =
  1 | TKId                   |    453 |     47 | c
 10 | TKPontoEVirgula        |    453 |     48 | ;
  1 | TKId                   |    453 |     50 | lex
 18 | TKAbreColchete         |    453 |     53 | [
  1 | TKId                   |    453 |     54 | posl
 19 | TKFechaColchete        |    453 |     58 | ]
  9 | TKAtrib                |    453 |     60 | =
 83 | TKCteChar              |    453 |     62 | '\0'
 10 | TKPontoEVirgula        |    453 |     66 | ;
  1 | TKId                   |    453 |     68 | proxC
  7 | TKAbrePar              |    453 |     73 | (
  8 | TKFechaPar             |    453 |     74 | )
 10 | TKPontoEVirgula        |    453 |     75 | ;
  1 | TKId                   |    453 |     77 | tk
  9 | TKAtrib                |    453 |     80 | =
  1 | TKId                   |    453 |     82 | TKAtribXorBit
 10 | TKPontoEVirgula        |    453 |     95 | ;
 33 | TKReturn               |    453 |     97 | return
 10 | TKPontoEVirgula        |    453 |    103 | ;
 12 | TKFechaChaves          |    453 |    105 | }
  1 | TKId                   |    454 |     17 | lex
 18 | TKAbreColchete         |    454 |     20 | [
  1 | TKId                   |    454 |     21 | posl
 19 | TKFechaColchete        |    454 |     25 | ]
  9 | TKAtrib                |    454 |     27 | =
 83 | TKCteChar              |    454 |     29 | '\0'
 10 | TKPontoEVirgula        |    454 |     33 | ;
  1 | TKId                   |    454 |     35 | tk
  9 | TKAtrib                |    454 |     38 | =
  1 | TKId                   |    454 |     40 | TKXorBit
 10 | TKPontoEVirgula        |    454 |     48 | ;
 33 | TKReturn               |    454 |     50 | return
 10 | TKPontoEVirgula        |    454 |     56 | ;
 31 | TKCase                 |    456 |     13 | case
 83 | TKCteChar              |    456 |     18 | '~'
  6 | TKDoisPontos           |    456 |     21 | :
  1 | TKId                   |    457 |     17 | lex
 18 | TKAbreColchete         |    457 |     20 | [
  1 | TKId                   |    457 |     21 | posl
 14 | TKDuploMais            |    457 |     25 | ++
 19 | TKFechaColchete        |    457 |     27 | ]
  9 | TKAtrib                |    457 |     29 | =
  1 | TKId                   |    457 |     31 | c
 10 | TKPontoEVirgula        |    457 |     32 | ;
  1 | TKId                   |    457 |     34 | lex
 18 | TKAbreColchete         |    457 |     37 | [
  1 | TKId                   |    457 |     38 | posl
 19 | TKFechaColchete        |    457 |     42 | ]
  9 | TKAtrib                |    457 |     44 | =
 83 | TKCteChar              |    457 |     46 | '\0'
 10 | TKPontoEVirgula        |    457 |     50 | ;
  1 | TKId                   |    457 |     52 | proxC
  7 | TKAbrePar              |    457 |     57 | (
  8 | TKFechaPar             |    457 |     58 | )
 10 | TKPontoEVirgula        |    457 |     59 | ;
  1 | TKId                   |    458 |     17 | tk
  9 | TKAtrib                |    458 |     20 | =
  1 | TKId                   |    458 |     22 | TKNotBit
 10 | TKPontoEVirgula        |    458 |     30 | ;
 33 | TKReturn               |    458 |     32 | return
 10 | TKPontoEVirgula        |    458 |     38 | ;
 31 | TKCase                 |    460 |     13 | case
 83 | TKCteChar              |    460 |     18 | '?'
  6 | TKDoisPontos           |    460 |     21 | :
  6 | TKDoisPontos           |    460 |     23 | /
  1 | TKId                   |    461 |     17 | lex
 18 | TKAbreColchete         |    461 |     20 | [
  1 | TKId                   |    461 |     21 | posl
 14 | TKDuploMais            |    461 |     25 | ++
 19 | TKFechaColchete        |    461 |     27 | ]
  9 | TKAtrib                |    461 |     29 | =
  1 | TKId                   |    461 |     31 | c
 10 | TKPontoEVirgula        |    461 |     32 | ;
  1 | TKId                   |    461 |     34 | lex
 18 | TKAbreColchete         |    461 |     37 | [
  1 | TKId                   |    461 |     38 | posl
 19 | TKFechaColchete        |    461 |     42 | ]
  9 | TKAtrib                |    461 |     44 | =
 83 | TKCteChar              |    461 |     46 | '\0'
 10 | TKPontoEVirgula        |    461 |     50 | ;
  1 | TKId                   |    461 |     52 | proxC
  7 | TKAbrePar              |    461 |     57 | (
  8 | TKFechaPar             |    461 |     58 | )
 10 | TKPontoEVirgula        |    461 |     59 | ;
  1 | TKId                   |    462 |     17 | tk
  9 | TKAtrib                |    462 |     20 | =
  1 | TKId                   |    462 |     22 | TKInterrogacao
 10 | TKPontoEVirgula        |    462 |     36 | ;
 33 | TKReturn               |    462 |     38 | return
 10 | TKPontoEVirgula        |    462 |     44 | ;
 31 | TKCase                 |    464 |     13 | case
 83 | TKCteChar              |    464 |     18 | '.'
  6 | TKDoisPontos           |    464 |     21 | :
  1 | TKId                   |    465 |     17 | proxC
  7 | TKAbrePar              |    465 |     22 | (
  8 | TKFechaPar             |    465 |     23 | )
 10 | TKPontoEVirgula        |    465 |     24 | ;
 24 | TKIf                   |    466 |     17 | if
  7 | TKAbrePar              |    466 |     20 | (
  1 | TKId                   |    466 |     21 | c
 69 | TKMaiorIgual           |    466 |     23 | >=
 83 | TKCteChar              |    466 |     26 | '0'
 70 | TKE                    |    466 |     30 | &&
  1 | TKId                   |    466 |     33 | c
 68 | TKMenorIgual           |    466 |     35 | <=
 83 | TKCteChar              |    466 |     38 | '9'
  8 | TKFechaPar             |    466 |     41 | )
 11 | TKAbreChaves           |    466 |     43 | {
  1 | TKId                   |    467 |     21 | lex
 18 | TKAbreColchete         |    467 |     24 | [
  1 | TKId                   |    467 |     25 | posl
 14 | TKDuploMais            |    467 |     29 | ++
 19 | TKFechaColchete        |    467 |     31 | ]
  9 | TKAtrib                |    467 |     33 | =
 83 | TKCteChar              |    467 |     35 | '.'
 10 | TKPontoEVirgula        |    467 |     38 | ;
 27 | TKWhile                |    468 |     21 | while
  7 | TKAbrePar              |    468 |     27 | (
  1 | TKId                   |    468 |     28 | c
 69 | TKMaiorIgual           |    468 |     30 | >=
 83 | TKCteChar              |    468 |     33 | '0'
 70 | TKE                    |    468 |     37 | &&
  1 | TKId                   |    468 |     40 | c
 68 | TKMenorIgual           |    468 |     42 | <=
 83 | TKCteChar              |    468 |     45 | '9'
  8 | TKFechaPar             |    468 |     48 | )
 11 | TKAbreChaves           |    468 |     50 | {
 24 | TKIf                   |    469 |     25 | if
  7 | TKAbrePar              |    469 |     28 | (
  1 | TKId                   |    469 |     29 | posl
 66 | TKMenor                |    469 |     34 | <
 22 | TKCteInt               |    469 |     36 | 510
  8 | TKFechaPar             |    469 |     39 | )
  1 | TKId                   |    469 |     41 | lex
 18 | TKAbreColchete         |    469 |     44 | [
  1 | TKId                   |    469 |     45 | posl
 14 | TKDuploMais            |    469 |     49 | ++
 19 | TKFechaColchete        |    469 |     51 | ]
  9 | TKAtrib                |    469 |     53 | =
  1 | TKId                   |    469 |     55 | c
 10 | TKPontoEVirgula        |    469 |     56 | ;
  1 | TKId                   |    470 |     25 | proxC
  7 | TKAbrePar              |    470 |     30 | (
  8 | TKFechaPar             |    470 |     31 | )
 10 | TKPontoEVirgula        |    470 |     32 | ;
 12 | TKFechaChaves          |    471 |     21 | }
 24 | TKIf                   |    472 |     21 | if
  7 | TKAbrePar              |    472 |     24 | (
  1 | TKId                   |    472 |     25 | c
 64 | TKIgual                |    472 |     27 | ==
 83 | TKCteChar              |    472 |     30 | 'e'
 71 | TKOu                   |    472 |     34 | ||
  1 | TKId                   |    472 |     37 | c
 64 | TKIgual                |    472 |     39 | ==
 83 | TKCteChar              |    472 |     42 | 'E'
  8 | TKFechaPar             |    472 |     45 | )
 11 | TKAbreChaves           |    472 |     47 | {
 24 | TKIf                   |    473 |     25 | if
  7 | TKAbrePar              |    473 |     28 | (
  1 | TKId                   |    473 |     29 | posl
 66 | TKMenor                |    473 |     34 | <
 22 | TKCteInt               |    473 |     36 | 510
  8 | TKFechaPar             |    473 |     39 | )
  1 | TKId                   |    473 |     41 | lex
 18 | TKAbreColchete         |    473 |     44 | [
  1 | TKId                   |    473 |     45 | posl
 14 | TKDuploMais            |    473 |     49 | ++
 19 | TKFechaColchete        |    473 |     51 | ]
  9 | TKAtrib                |    473 |     53 | =
  1 | TKId                   |    473 |     55 | c
 10 | TKPontoEVirgula        |    473 |     56 | ;
  1 | TKId                   |    474 |     25 | proxC
  7 | TKAbrePar              |    474 |     30 | (
  8 | TKFechaPar             |    474 |     31 | )
 10 | TKPontoEVirgula        |    474 |     32 | ;
 24 | TKIf                   |    475 |     25 | if
  7 | TKAbrePar              |    475 |     28 | (
  1 | TKId                   |    475 |     29 | c
 64 | TKIgual                |    475 |     31 | ==
 83 | TKCteChar              |    475 |     34 | '+'
 71 | TKOu                   |    475 |     38 | ||
  1 | TKId                   |    475 |     41 | c
 64 | TKIgual                |    475 |     43 | ==
 83 | TKCteChar              |    475 |     46 | '-'
  8 | TKFechaPar             |    475 |     49 | )
 11 | TKAbreChaves           |    475 |     51 | {
 24 | TKIf                   |    475 |     53 | if
  7 | TKAbrePar              |    475 |     56 | (
  1 | TKId                   |    475 |     57 | posl
 66 | TKMenor                |    475 |     62 | <
 22 | TKCteInt               |    475 |     64 | 510
  8 | TKFechaPar             |    475 |     67 | )
  1 | TKId                   |    475 |     69 | lex
 18 | TKAbreColchete         |    475 |     72 | [
  1 | TKId                   |    475 |     73 | posl
 14 | TKDuploMais            |    475 |     77 | ++
 19 | TKFechaColchete        |    475 |     79 | ]
  9 | TKAtrib                |    475 |     81 | =
  1 | TKId                   |    475 |     83 | c
 10 | TKPontoEVirgula        |    475 |     84 | ;
  1 | TKId                   |    475 |     86 | proxC
  7 | TKAbrePar              |    475 |     91 | (
  8 | TKFechaPar             |    475 |     92 | )
 10 | TKPontoEVirgula        |    475 |     93 | ;
 12 | TKFechaChaves          |    475 |     95 | }
 27 | TKWhile                |    476 |     25 | while
  7 | TKAbrePar              |    476 |     31 | (
  1 | TKId                   |    476 |     32 | c
 69 | TKMaiorIgual           |    476 |     34 | >=
 83 | TKCteChar              |    476 |     37 | '0'
 70 | TKE                    |    476 |     41 | &&
  1 | TKId                   |    476 |     44 | c
 68 | TKMenorIgual           |    476 |     46 | <=
 83 | TKCteChar              |    476 |     49 | '9'
  8 | TKFechaPar             |    476 |     52 | )
 11 | TKAbreChaves           |    476 |     54 | {
 24 | TKIf                   |    476 |     56 | if
  7 | TKAbrePar              |    476 |     59 | (
  1 | TKId                   |    476 |     60 | posl
 66 | TKMenor                |    476 |     65 | <
 22 | TKCteInt               |    476 |     67 | 510
  8 | TKFechaPar             |    476 |     70 | )
  1 | TKId                   |    476 |     72 | lex
 18 | TKAbreColchete         |    476 |     75 | [
  1 | TKId                   |    476 |     76 | posl
 14 | TKDuploMais            |    476 |     80 | ++
 19 | TKFechaColchete        |    476 |     82 | ]
  9 | TKAtrib                |    476 |     84 | =
  1 | TKId                   |    476 |     86 | c
 10 | TKPontoEVirgula        |    476 |     87 | ;
  1 | TKId                   |    476 |     89 | proxC
  7 | TKAbrePar              |    476 |     94 | (
  8 | TKFechaPar             |    476 |     95 | )
 10 | TKPontoEVirgula        |    476 |     96 | ;
 12 | TKFechaChaves          |    476 |     98 | }
 12 | TKFechaChaves          |    477 |     21 | }
  1 | TKId                   |    478 |     21 | lex
 18 | TKAbreColchete         |    478 |     24 | [
  1 | TKId                   |    478 |     25 | posl
 19 | TKFechaColchete        |    478 |     29 | ]
  9 | TKAtrib                |    478 |     31 | =
 83 | TKCteChar              |    478 |     33 | '\0'
 10 | TKPontoEVirgula        |    478 |     37 | ;
  1 | TKId                   |    479 |     21 | tk
  9 | TKAtrib                |    479 |     24 | =
  1 | TKId                   |    479 |     26 | TKCteFloat
 10 | TKPontoEVirgula        |    479 |     36 | ;
 33 | TKReturn               |    480 |     21 | return
 10 | TKPontoEVirgula        |    480 |     27 | ;
 12 | TKFechaChaves          |    481 |     17 | }
  1 | TKId                   |    482 |     17 | lex
 18 | TKAbreColchete         |    482 |     20 | [
 22 | TKCteInt               |    482 |     21 | 0
 19 | TKFechaColchete        |    482 |     22 | ]
  9 | TKAtrib                |    482 |     24 | =
 83 | TKCteChar              |    482 |     26 | '.'
 10 | TKPontoEVirgula        |    482 |     29 | ;
  1 | TKId                   |    482 |     31 | lex
 18 | TKAbreColchete         |    482 |     34 | [
 22 | TKCteInt               |    482 |     35 | 1
 19 | TKFechaColchete        |    482 |     36 | ]
  9 | TKAtrib                |    482 |     38 | =
 83 | TKCteChar              |    482 |     40 | '\0'
 10 | TKPontoEVirgula        |    482 |     44 | ;
  1 | TKId                   |    483 |     17 | tk
  9 | TKAtrib                |    483 |     20 | =
  1 | TKId                   |    483 |     22 | TKPonto
 10 | TKPontoEVirgula        |    483 |     29 | ;
 33 | TKReturn               |    483 |     31 | return
 10 | TKPontoEVirgula        |    483 |     37 | ;
 31 | TKCase                 |    485 |     13 | case
 83 | TKCteChar              |    485 |     18 | '#'
  6 | TKDoisPontos           |    485 |     21 | :
  6 | TKDoisPontos           |    485 |     25 | /
  1 | TKId                   |    486 |     17 | lex
 18 | TKAbreColchete         |    486 |     20 | [
  1 | TKId                   |    486 |     21 | posl
 14 | TKDuploMais            |    486 |     25 | ++
 19 | TKFechaColchete        |    486 |     27 | ]
  9 | TKAtrib                |    486 |     29 | =
  1 | TKId                   |    486 |     31 | c
 10 | TKPontoEVirgula        |    486 |     32 | ;
  1 | TKId                   |    486 |     34 | lex
 18 | TKAbreColchete         |    486 |     37 | [
  1 | TKId                   |    486 |     38 | posl
 19 | TKFechaColchete        |    486 |     42 | ]
  9 | TKAtrib                |    486 |     44 | =
 83 | TKCteChar              |    486 |     46 | '\0'
 10 | TKPontoEVirgula        |    486 |     50 | ;
  1 | TKId                   |    486 |     52 | proxC
  7 | TKAbrePar              |    486 |     57 | (
  8 | TKFechaPar             |    486 |     58 | )
 10 | TKPontoEVirgula        |    486 |     59 | ;
  1 | TKId                   |    487 |     17 | tk
  9 | TKAtrib                |    487 |     20 | =
  1 | TKId                   |    487 |     22 | TKHash
 10 | TKPontoEVirgula        |    487 |     28 | ;
 33 | TKReturn               |    487 |     30 | return
 10 | TKPontoEVirgula        |    487 |     36 | ;
 31 | TKCase                 |    489 |     13 | case
 83 | TKCteChar              |    489 |     18 | '('
  6 | TKDoisPontos           |    489 |     21 | :
  1 | TKId                   |    489 |     23 | lex
 18 | TKAbreColchete         |    489 |     26 | [
 22 | TKCteInt               |    489 |     27 | 0
 19 | TKFechaColchete        |    489 |     28 | ]
  9 | TKAtrib                |    489 |     30 | =
 83 | TKCteChar              |    489 |     32 | '('
 10 | TKPontoEVirgula        |    489 |     35 | ;
  1 | TKId                   |    489 |     37 | lex
 18 | TKAbreColchete         |    489 |     40 | [
 22 | TKCteInt               |    489 |     41 | 1
 19 | TKFechaColchete        |    489 |     42 | ]
  9 | TKAtrib                |    489 |     44 | =
 83 | TKCteChar              |    489 |     46 | '\0'
 10 | TKPontoEVirgula        |    489 |     50 | ;
  1 | TKId                   |    489 |     52 | proxC
  7 | TKAbrePar              |    489 |     57 | (
  8 | TKFechaPar             |    489 |     58 | )
 10 | TKPontoEVirgula        |    489 |     59 | ;
  1 | TKId                   |    489 |     61 | tk
  9 | TKAtrib                |    489 |     64 | =
  1 | TKId                   |    489 |     66 | TKAbrePar
 10 | TKPontoEVirgula        |    489 |     75 | ;
 33 | TKReturn               |    489 |     77 | return
 10 | TKPontoEVirgula        |    489 |     83 | ;
 31 | TKCase                 |    490 |     13 | case
 83 | TKCteChar              |    490 |     18 | ')'
  6 | TKDoisPontos           |    490 |     21 | :
  1 | TKId                   |    490 |     23 | lex
 18 | TKAbreColchete         |    490 |     26 | [
 22 | TKCteInt               |    490 |     27 | 0
 19 | TKFechaColchete        |    490 |     28 | ]
  9 | TKAtrib                |    490 |     30 | =
 83 | TKCteChar              |    490 |     32 | ')'
 10 | TKPontoEVirgula        |    490 |     35 | ;
  1 | TKId                   |    490 |     37 | lex
 18 | TKAbreColchete         |    490 |     40 | [
 22 | TKCteInt               |    490 |     41 | 1
 19 | TKFechaColchete        |    490 |     42 | ]
  9 | TKAtrib                |    490 |     44 | =
 83 | TKCteChar              |    490 |     46 | '\0'
 10 | TKPontoEVirgula        |    490 |     50 | ;
  1 | TKId                   |    490 |     52 | proxC
  7 | TKAbrePar              |    490 |     57 | (
  8 | TKFechaPar             |    490 |     58 | )
 10 | TKPontoEVirgula        |    490 |     59 | ;
  1 | TKId                   |    490 |     61 | tk
  9 | TKAtrib                |    490 |     64 | =
  1 | TKId                   |    490 |     66 | TKFechaPar
 10 | TKPontoEVirgula        |    490 |     76 | ;
 33 | TKReturn               |    490 |     78 | return
 10 | TKPontoEVirgula        |    490 |     84 | ;
 31 | TKCase                 |    491 |     13 | case
 83 | TKCteChar              |    491 |     18 | '{'
  6 | TKDoisPontos           |    491 |     21 | :
  1 | TKId                   |    491 |     23 | lex
 18 | TKAbreColchete         |    491 |     26 | [
 22 | TKCteInt               |    491 |     27 | 0
 19 | TKFechaColchete        |    491 |     28 | ]
  9 | TKAtrib                |    491 |     30 | =
 83 | TKCteChar              |    491 |     32 | '{'
 10 | TKPontoEVirgula        |    491 |     35 | ;
  1 | TKId                   |    491 |     37 | lex
 18 | TKAbreColchete         |    491 |     40 | [
 22 | TKCteInt               |    491 |     41 | 1
 19 | TKFechaColchete        |    491 |     42 | ]
  9 | TKAtrib                |    491 |     44 | =
 83 | TKCteChar              |    491 |     46 | '\0'
 10 | TKPontoEVirgula        |    491 |     50 | ;
  1 | TKId                   |    491 |     52 | proxC
  7 | TKAbrePar              |    491 |     57 | (
  8 | TKFechaPar             |    491 |     58 | )
 10 | TKPontoEVirgula        |    491 |     59 | ;
  1 | TKId                   |    491 |     61 | tk
  9 | TKAtrib                |    491 |     64 | =
  1 | TKId                   |    491 |     66 | TKAbreChaves
 10 | TKPontoEVirgula        |    491 |     78 | ;
 33 | TKReturn               |    491 |     80 | return
 10 | TKPontoEVirgula        |    491 |     86 | ;
 31 | TKCase                 |    492 |     13 | case
 83 | TKCteChar              |    492 |     18 | '}'
  6 | TKDoisPontos           |    492 |     21 | :
  1 | TKId                   |    492 |     23 | lex
 18 | TKAbreColchete         |    492 |     26 | [
 22 | TKCteInt               |    492 |     27 | 0
 19 | TKFechaColchete        |    492 |     28 | ]
  9 | TKAtrib                |    492 |     30 | =
 83 | TKCteChar              |    492 |     32 | '}'
 10 | TKPontoEVirgula        |    492 |     35 | ;
